20	1.7943227
0h	7.2088604
08	3.8318264
09	4.0929456
04	3.8392375
05	4.3207436
06	4.416204
07	4.363794
oxlade	7.222466
00	5.2943254
01	3.9337575
02	4.1701465
03	4.3267813
blatter	7.7993536
10	0.9629108
pfarrer	9.433484
79	5.0514574
78	5.0656195
77	5.0252414
6a	6.9178057
ðbscl	8.873868
6b	8.04719
mãi	7.3697906
6h	5.719912
6g	7.002066
6m	6.759335
rakitic	8.180721
82	5.131109
83	5.107697
80	3.2706957
81	5.0131383
86	5.2195063
87	5.092931
84	4.3154902
85	4.6522617
hđxx	5.4284263
67	4.9076276
66	4.7478867
69	4.8421593
68	4.7138696
5b	7.8753395
5a	7.8753395
5g	7.293418
5h	6.1284304
thúc	7.222466
5m	6.2096205
70	3.2241397
71	4.8626466
72	4.614211
73	4.926754
74	4.876979
75	4.3466597
76	5.146455
mày	7.7993536
59	4.8171268
58	4.702783
57	4.780715
56	4.522669
màu	6.927958
55	4.1547318
4b	7.3697906
4a	7.308233
76.000	8.294049
màn	7.385791
4k	8.873868
mái	7.278819
4h	6.245067
4i	9.433484
4g	5.8569336
4d	7.751725
64	4.6543603
4s	4.866535
65	4.2281046
62	4.619269
63	4.614211
60	3.0518794
61	4.6659822
4m	6.8400965
49	4.516244
máy	6.036462
48	4.2084093
2x	8.294049
45	3.4880633
44	4.348979
máu	7.4020514
47	4.4785376
46	4.248195
mát	8.14563
3b	7.9020076
nabil	7.957577
3a	7.751725
3g	5.0978284
3h	6.061887
3c	8.0789385
3d	4.8295646
51	4.483838
52	4.5062304
53	4.5991883
54	4.576583
3m	6.0748463
50	2.5022564
1080p	6.2297215
9t	6.4956455
9x	6.1948056
9m	7.278819
9g	6.9590487
9h	5.0498962
8x	6.9485774
8m	7.5239415
8h	5.403678
8d	8.180721
8g	6.8494864
8a	7.706263
8b	8.14563
99	5.0815945
98	5.6492944
97	5.8191934
96	5.3433146
95	4.9295163
94	5.7893405
93	5.5545006
92	5.6408076
91	5.615772
90	3.3569891
7m	7.0355887
7h	5.5994225
7g	7.024289
7a	8.111728
7b	8.0789385
88	5.073575
89	5.366596
marina	7.728736
eagle	7.957577
marion	7.4020514
marine	8.217089
marino	7.751725
90.000	6.2096205
pascal	7.9294066
cưỡi	5.929429
scandal	4.6376934
christina	6.8307943
cược	5.2306585
khống	8.14563
csdn	9.433484
monitor	7.7752557
chợ	7.130899
sheikh	6.7855377
chờ	6.9485774
hững	6.003537
chở	7.5426335
wattana	8.14563
cscđ	7.418581
cshs	6.1997194
aniston	7.024289
csgt	4.8024025
miêng	8.04719
cska	6.2046576
sandro	6.645391
mãng	8.111728
christian	5.7352734
sandra	7.6009026
arsene	5.414851
francisco	6.0792036
__khỏe	5.403678
mạc	8.377431
chữ	7.662778
mạn	8.294049
mại	6.991137
chứ	6.7855377
đảng	3.497268
đảnh	7.0940847
csnd	8.679712
cstt	7.986565
thunderbolt	8.421883
jinwoon	9.433484
khóc	7.338538
khóa	7.5426335
zenbook	7.6009026
a9	8.111728
nhích	5.9484053
a1	7.1434774
a2	7.0702744
a3	7.6009026
a4	6.9382143
a5	6.637728
a6	7.5239415
a7	8.217089
a8	7.824046
christine	7.3540425
tinna	8.947976
river	6.887953
bù	3.4130676
bò	3.8341365
bó	3.248047
bô	6.1238537
fx	8.568486
bõ	7.1954374
cà	3.2279165
gd	4.5853677
cá	1.8918672
ge	8.217089
bú	5.172566
ga	3.7915769
gb	5.4014583
bé	2.393495
fm	6.5089793
bè	2.7972093
bã	4.890189
ff	8.04719
fi	5.2804775
fs	7.986565
h7	9.11503
fu	7.751725
ft	6.359634
h1	8.377431
bê	3.818988
bí	2.6878064
bì	4.4785376
h2	8.568486
cù	5.0467806
cú	2.8831182
có	0.13312006
cô	1.6167647
dã	4.104395
hd	4.820842
dà	6.7007413
he	6.887953
hc	6.2046576
taekwondo	5.414851
ha	4.043271
gm	6.3144283
gl	8.568486
gi	6.1658177
gh	8.334871
cò	5.241937
bđ	7.16912
gv	6.9178057
i7	7.0702744
gu	5.251434
gt	2.1071005
i5	6.4956455
gs	4.7490406
i4	8.180721
gr	7.0470176
i3	6.692644
gq	7.7993536
gp	4.963275
go	5.2668185
f6	7.1434774
dt	6.4503303
du	2.5523293
dv	7.0821085
ea	6.717135
ec	7.222466
ed	7.3540425
de	3.953366
di	2.3390417
dk	8.217089
dj	6.425329
dm	7.1821923
dl	5.177871
f1	6.1422873
do	0.7971753
dn	4.2384458
f0	9.2103405
f3	9.11503
dp	8.254828
ds	6.692644
f5	5.3795276
dr	7.1434774
f4	7.957577
ex	8.04719
eu	4.8678346
malouda	6.1705914
g7	7.986565
ev	7.621105
fa	5.0815945
bà	1.832394
bá	3.3905542
fe	7.728736
fb	8.679712
fc	5.3308406
ef	8.377431
el	4.9322863
eo	4.780715
en	7.222466
em	1.7926999
et	7.957577
g5	8.377431
es	8.294049
er	7.706263
g4	8.468403
g3	8.468403
cb	7.013116
ca	2.1857803
bv	4.7987547
bx	8.622554
bs	4.690728
br	7.986565
bu	6.489045
bt	6.515713
bn	8.111728
bo	5.5365744
d1	8.180721
d2	8.111728
bp	7.5426335
d3	7.4698744
bk	6.522493
bm	7.5811
bh	7.849364
bi	3.7342954
bb	6.759335
bc	7.452482
bd	9.028019
dc	6.9590487
db	8.517193
da	2.715226
cv	6.45668
cu	5.370888
ct	5.812482
cs	6.637728
e5	8.517193
cr	7.751725
co	3.848579
e1	8.180721
cp	3.8504577
cm	4.707203
cn	5.6351895
ck	5.417101
cl	7.024289
cj	8.377431
ch	4.7987547
cf	6.8215775
cc	7.1184764
cd	5.613028
b3	7.4875736
b2	6.887953
b5	7.9020076
b6	6.7679935
b1	6.425329
az	7.6417246
ba	1.6881565
lynch	8.254828
crai	8.804875
c5	7.662778
c3	7.824046
av	8.377431
au	6.991137
ak	6.759335
al	4.2281046
ai	1.6919503
ao	4.673449
c1	6.281817
c2	6.9696307
ap	4.2969503
am	5.0961933
ac	4.540319
ad	7.684284
aa	7.2088604
ab	8.377431
ag	7.0821085
ah	6.2297215
5h30	7.222466
ae	7.1821923
af	8.740336
nu	7.7993536
nt	6.2764835
p5	8.0789385
ns	6.622576
p4	7.621105
nq	6.015757
p2	7.024289
p1	7.3540425
nn	5.3948283
dư	2.745752
ny	7.418581
p9	8.111728
nv	6.371262
oe	8.517193
oa	7.2502456
ob	7.957577
om	6.331142
ké	7.308233
kê	3.0401022
ok	6.214608
kè	4.940643
oi	6.991137
oh	6.431521
os	6.529319
q5	7.751725
q7	8.0164175
kì	3.4779704
q2	8.217089
q1	7.16912
oo	7.5426335
q3	5.652139
kí	4.5450163
kô	8.873868
oz	6.980326
là	0.16228366
pe	7.9020076
lá	3.0415668
lã	6.1284304
pg	7.7993536
pa	5.484647
ký	2.0554907
pc	5.5467787
lè	7.024289
pl	6.8494864
pm	7.6417246
pn	8.468403
lê	2.0540857
po	7.293418
ph	6.29799
pi	7.662778
pk	7.9294066
lo	2.065302
ln	6.759335
hê	6.431521
hé	4.789093
hè	3.131781
ls	6.7507515
dũ	6.5431123
hí	6.1948056
n2	9.11503
crew	7.8753395
hì	6.6076508
lp	8.0789385
n9	6.9382143
lv	7.751725
hò	4.1509147
gđ	5.177871
n8	8.568486
lu	5.68398
lt	4.785494
bư	9.721166
ly	3.063797
lx	7.0355887
hô	3.9025679
hú	5.9560976
hù	6.717135
mc	4.404681
ma	3.1985831
mb	5.82595
hý	8.180721
mg	6.5570984
phillipines	7.5426335
mh	7.6417246
me	5.0467806
mf	7.3697906
mk	8.0789385
cơ	0.8385892
ml	6.425329
mi	4.189755
mn	8.622554
mm	4.9448476
mp	6.7089043
o2	7.728736
mo	6.858965
mr	5.1761
220kv	8.622554
mq	8.334871
mt	5.8925247
ms	6.653113
hđ	6.692644
mv	5.155083
mu	4.1825204
mw	6.8400965
cư	2.7421758
my	4.0547395
na	4.4498773
nd	7.2088604
ne	7.9020076
ng	5.8024983
tướng	2.6625512
nh	5.0561557
ni	5.075174
nk	7.278819
dơ	6.419175
nm	5.8361716
ju	7.435388
jr	6.858965
jp	7.4875736
dĩ	3.4880633
jo	6.185049
ki	5.3043356
kh	5.8430443
kg	3.683693
gã	4.14648
gá	7.9020076
ke	6.8685346
kd	7.3697906
gà	3.6671178
kb	8.517193
ka	6.3424416
scooter	7.7993536
kw	7.013116
gô	7.2088604
gõ	5.011636
ky	7.5811
ks	6.8494864
m5	8.217089
kt	6.3424416
ku	8.217089
kv	7.3697906
gò	4.4087815
ko	6.1516333
m1	8.421883
kp	7.5239415
gì	1.4188588
m2	4.4576125
m3	5.9560976
cũ	2.5880032
gí	7.2088604
kl	7.323271
km	3.54738
li	4.365366
lh	8.0789385
bơ	5.031348
le	4.768866
há	6.371262
hà	1.3872949
lg	6.003537
la	2.754356
lb	6.4956455
gù	6.5929446
hs	5.7229652
dì	5.944581
hp	5.786078
dí	5.629603
hq	7.385791
dò	4.07985
hv	7.5811
cđ	4.814657
dó	7.338538
ht	5.8430443
hu	7.26443
hk	7.9020076
hh	6.645391
hi	3.6535122
hn	4.904925
dê	5.760353
ho	4.552578
bĩ	7.5616817
hl	7.1184764
dè	4.847242
id	7.385791
ic	8.14563
ia	7.013116
ig	8.622554
ie	8.14563
hy	2.4877105
higuain	5.1849885
dù	1.3227563
iq	6.8781962
k3	8.947976
k4	8.0164175
iu	7.1562166
iv	5.126046
dđ	8.14563
ix	7.418581
ii	4.1031837
il	6.419175
im	3.8991067
k1	6.4695005
k2	6.1753874
ip	7.385791
je	8.14563
cris	6.489045
ji	5.3412247
ja	7.6009026
nơ	5.567505
xk	7.3540425
xh	5.234404
xi	4.298421
tê	4.7432833
straits	7.452482
chơn	7.662778
xo	6.365431
rĩ	7.222466
tè	6.927958
xl	7.3540425
té	5.2084765
xp	7.308233
tì	5.591347
tí	4.7049904
xv	7.7993536
tò	4.4261875
tó	8.421883
xt	8.517193
xu	3.106664
ạ	7.5426335
sô	5.484647
sú	6.5784516
sù	7.751725
xa	2.0226831
chơi	1.7262527
tã	6.0116673
xe	1.7114153
tá	3.4188523
tà	5.236282
xd	7.4875736
wi	5.3948283
mơ	2.972993
sê	6.25543
uyên	4.721704
sì	7.6417246
y2	7.849364
y4	8.334871
wu	7.222466
sò	6.3538704
vw	8.679712
qđ	5.1361985
rò	5.029818
vv	7.1562166
á	7.5239415
rõ	1.6290286
vy	4.682051
rô	5.426151
lư	6.0576043
rú	6.4824877
wb	6.4759727
wa	7.1562166
sà	6.331142
wc	7.7752557
we	6.3538704
sá	5.8961544
vl	6.8781962
rè	6.105754
ré	7.957577
lơ	4.512591
vh	3.7078583
vi	1.9941449
rã	5.014643
x6	8.111728
vt	6.8494864
vu	4.989363
à	8.0789385
vs	5.31852
x5	7.5426335
vp	6.2764835
x2	8.377431
rì	6.7679935
rí	7.706263
x3	8.468403
vn	3.001348
rê	5.8997974
warsaw	7.5426335
vo	5.9874725
x1	7.751725
uy	3.2976484
uv	7.7752557
rá	7.957577
ve	5.2983174
vd	8.517193
rà	4.1258354
vc	6.8781962
va	3.8373795
ui	7.706263
uk	7.26443
uh	8.517193
mũ	4.2637105
ur	8.873868
us	5.8781357
front	8.679712
ut	7.957577
qð	7.2362595
um	6.3255396
un	7.2502456
up	5.0896783
ty	1.9100702
pô	6.3830266
tx	6.3538704
tu	4.487387
v6	6.8215775
tt	3.3781648
tw	5.4608364
tv	4.883562
v8	6.4695005
ub	6.365431
ud	7.9294066
uc	8.254828
pê	7.9020076
tn	5.944581
tm	6.3830266
tl	6.6766434
ts	4.055316
tr	6.0116673
768mb	8.14563
tq	7.130899
lũ	3.334006
tp	2.2614431
frost	8.180721
tg	7.5055923
te	6.5022902
td	8.111728
pà	8.468403
tk	6.9382143
crop	8.04719
ti	4.5375113
th	5.5994225
tb	5.5967236
tc	7.293418
ta	1.5775517
kirsten	7.849364
su	4.2881722
nđ	5.397033
sv	5.3349814
ss	7.3697906
st	5.215816
sx	7.385791
p.phú	8.14563
sl	8.0164175
sk	7.1562166
sn	3.553999
sm	6.5929446
sp	7.452482
mĩ	5.7795844
so	1.7412565
sq	9.567016
sd	6.733802
oà	7.323271
sc	6.684612
se	4.89152
sh	6.25543
sg	7.1562166
si	5.4726706
hư	3.5975773
sa	3.1474857
sb	8.804875
rs	7.4020514
nð	8.254828
ru	5.7291
nó	1.8390398
rw	8.622554
nô	5.1761
t3	8.468403
t2	7.4698744
ro	3.8081136
nê	6.1238537
né	5.0656195
rm	8.568486
nè	5.414851
hơ	7.0702744
ri	5.403678
nã	4.721704
rf	7.418581
re	6.927958
ná	6.25543
nà	5.952244
ra	0.34288475
mù	3.9585905
mú	7.728736
mõ	7.8753395
mó	5.9331956
mô	2.5340128
qu	7.418581
mò	4.115977
lđ	5.2844143
qt	7.728736
s3	7.9020076
qq	7.4698744
mí	4.849793
mê	2.9159973
mé	6.9178057
s2	8.0164175
mì	4.3949094
kĩ	4.3949094
martinez	6.40698
mè	5.654992
ql	6.2046576
má	4.49901
qh	5.3043356
mã	3.133157
qg	6.1516333
lý	0.9978805
mà	0.7762462
qc	8.622554
lù	7.435388
lú	7.684284
lô	4.054163
px	8.517193
pt	7.2362595
lð	9.721166
pu	6.6766434
iniesta	5.4126067
pv	3.4740908
r8	7.7752557
lò	3.9964921
ló	6.394932
lì	5.681043
pp	7.452482
r3	9.433484
hũ	6.308919
lí	3.904551
pr	5.7763534
ps	7.385791
cước	5.373041
vơ	5.300319
cưới	3.3320446
alienware	8.294049
margin	7.1434774
froyo	8.111728
cướp	3.50456
helen	8.180721
tơ	5.0848203
cruz	6.7679935
vũ	2.108829
tư	1.323545
zô	10.126631
xú	7.986565
xù	5.3580675
phỉnh	8.0164175
sơ	2.278771
sư	2.6662846
xà	4.07985
xá	4.4498773
xã	1.6731768
timor	4.8862076
rơ	6.3144283
xó	6.9485774
xô	3.9486868
kudrin	8.679712
xé	4.879607
vĩ	3.6477375
xê	5.35383
xí	4.6702423
xì	4.647034
vù	7.002066
sandal	7.130899
vú	5.31852
vđ	6.1238537
cườm	7.293418
vã	4.268698
zi	7.9020076
uý	7.5239415
cười	2.681944
và	0.064207934
ze	8.334871
vá	5.286389
lamnao	7.16912
vó	7.002066
vò	5.7540236
võ	3.197359
vô	1.6739231
vê	7.278819
rũ	3.6038034
ví	3.0869708
vì	0.82093513
pơ	8.180721
chưa	1.0311406
vé	3.2633502
vè	7.4698744
yg	7.0470176
ye	6.717135
ya	7.706263
tý	5.8925247
tú	3.8646624
tù	3.5582023
xx	6.571283
tô	2.9401083
xy	6.0879755
tđ	8.804875
yu	6.776727
yo	7.986565
sĩ	1.7804636
ym	7.1062064
yi	6.8685346
chúi	7.6417246
chút	2.5061712
enzyme	7.338538
chúa	4.1339173
chúc	3.303617
ttgsnh	8.254828
glenn	7.684284
chùi	6.3889613
chùn	6.3830266
chùm	4.939245
chùa	4.5795026
mastercard	8.517193
phịch	8.180721
ý	5.637995
chôm	6.742241
chôn	4.6659822
christoph	8.254828
chóp	6.9077554
chót	4.685296
bụi	8.294049
khoắng	7.435388
xơ	4.706096
aramis	8.421883
chòi	6.550081
hửng	6.0705075
chòe	7.338538
chòm	6.991137
chóc	6.529319
chóe	7.662778
shakira	7.621105
chói	5.112668
thường	1.1754825
bolton	5.186776
club	5.5467787
chít	6.2764835
chíp	6.40698
chín	3.4799159
thừng	5.5753894
westwood	7.4875736
chìa	4.7665133
muller	6.2297215
mullen	8.217089
chìm	3.6916835
khalifa	7.986565
cmos	7.5811
chỗ	6.6687384
chernobyl	8.217089
cmnd	6.156339
alcacer	8.873868
rijkaard	7.6417246
blueefficiency	8.740336
đấng	5.9182143
chăm	2.5730824
chăn	4.122127
cmhs	9.567016
again	8.254828
leopard	8.217089
ms01	7.130899
chế	6.114763
xước	5.4126067
tưởng	1.9822422
7000	8.180721
camping	9.567016
walkman	7.986565
gasperini	6.9485774
tường	3.1430728
toughpad	9.721166
heinz	8.254828
connecticut	8.0164175
043.8463556	8.180721
thailand	7.1821923
screen	8.180721
ayatollah	7.824046
onyewu	8.804875
stekelenburg	7.26443
petrovietnam	7.2088604
bùi	7.7752557
__khoa	5.403678
voucher	6.3481393
wales	5.6185226
seedorf	6.6301236
heidi	6.991137
walid	6.2246585
chèo	4.974786
chèn	5.6492944
chêm	8.294049
chamberlain	6.9077554
chém	4.400598
chén	4.761824
chéo	4.9476604
chép	4.755993
chãi	6.6002707
tiote	8.294049
clip	3.5888531
arango	8.622554
hamilton	6.5089793
chài	6.0490937
heist	7.751725
chày	5.8604364
surrey	7.7752557
chào	3.0672283
chàm	6.1610675
khuyến	2.931819
ổng	6.733802
khuyết	4.2809153
châu	1.9701926
chây	7.5426335
chân	1.67323
châm	4.363794
chái	8.14563
chác	7.058578
cháu	2.9995396
chát	5.32261
cháy	3.367086
cháo	5.0703855
chán	3.7242994
xoàng	7.5616817
xoành	7.7993536
herzegovina	6.4695005
__phòng	5.403678
testosteron	8.14563
renault	7.2088604
coca	6.6608953
coco	7.130899
cellphones	7.5426335
code	6.8307943
marchese	8.04719
coat	8.421883
jennings	8.334871
baghdad	7.5426335
cnvc	7.2362595
xiếc	6.281817
xiết	5.2668185
guinea	7.2088604
cntt	5.9331956
aldershot	7.0470176
xiển	8.294049
alibaba	8.14563
msci	7.5616817
cnxh	8.0789385
ào	4.4405036
crossover	7.9294066
copy	6.5641656
ám	3.764034
cool	7.293418
cook	6.303439
án	1.6561103
áo	2.0571322
áp	1.9408629
ái	3.3685367
rosario	7.385791
ác	3.7571583
áy	6.684612
copa	6.394932
át	5.268759
âm	2.5149124
achilles	8.0164175
ân	3.8258452
cong	4.3072906
âu	2.5407155
comm	8.468403
come	7.849364
7.50	6.1422873
phình	6.3424416
waltz	8.180721
rặng	7.1954374
7.00	6.0923905
walsh	8.377431
corp	6.359634
7.11	6.6002707
7.10	6.550081
core	5.8024983
22.00	8.568486
atlético	7.621105
nacho	7.662778
cushing	8.377431
colt	8.254828
cola	7.013116
cole	5.251434
e300	8.517193
ketsada	8.111728
moóc	7.621105
22.10	7.0470176
18.000	6.3199687
ót	9.433484
ôi	5.179646
ðà	6.692644
ðã	7.338538
spider	8.180721
ôm	3.2475326
ðê	8.377431
ôn	4.801185
ói	6.1753874
óc	4.701681
ón	8.254828
wanbi	7.7752557
moralez	8.254828
__phóng	5.403678
òa	5.602129
ðt	7.849364
ðh	8.679712
ði	7.5426335
ða	7.130899
mtqg	9.567016
ít	1.5695443
cnbc	7.706263
shinawatra	5.8604364
higuaín	8.04719
muộn	3.6504283
muội	6.3424416
bibi.vn	8.517193
ên	8.294049
êm	4.643911
cmt8	7.7993536
phích	6.5022902
éo	5.925677
ép	3.0114553
ém	6.927958
én	6.7507515
muỗi	6.377127
kansai	9.028019
èo	6.725434
kansas	7.7752557
markus	8.111728
taiwo	7.385791
tchoyi	8.254828
beauty	6.1469493
wednesday	8.254828
nadal	5.7540236
ăm	7.323271
ăn	1.565756
e200	8.254828
nature	7.7752557
chĩa	6.260652
hừng	5.809143
e250	8.622554
nadya	9.903487
tiqui	6.5022902
cnlđ	7.751725
ố	5.9071236
ồ	4.71722
ổ	4.130801
ỗ	8.421883
ộ	6.8781962
ớ	6.7507515
ờ	6.645391
ở	0.4156215
ề	7.5811
ể	7.684284
ễ	7.986565
ệ	7.621105
ỉ	5.812482
ị	7.278819
mttq	6.2711782
ọ	7.0702744
ỏ	7.849364
ỳ	7.4020514
ự	7.435388
ỷ	6.234811
ỹ	7.728736
ợ	6.684612
ủ	4.917145
ụ	6.9485774
ừ	5.675195
ứ	5.5164733
marchena	7.308233
ữ	7.824046
ử	8.111728
ùn	4.28963
ùa	5.9914646
ặ	8.0789385
úp	5.392628
úm	8.180721
ằ	8.421883
christmas	7.452482
ế	5.4702926
úy	5.2438293
cnet	6.4695005
ẽ	8.421883
ẻ	8.377431
út	4.592254
ẹ	7.8753395
hapromart	8.377431
úa	7.1434774
ầ	7.0702744
ấ	7.684284
ả	4.7771454
subaru	8.377431
ạ	4.3796296
ắ	8.0164175
ậ	7.1562166
ẫ	8.421883
úc	4.4918413
ẩ	8.622554
market	6.7089043
inspiron	7.7752557
markel	8.622554
ðô	8.180721
velodrome	7.308233
ðó	6.245067
35107	7.5616817
nhắn	3.53977
nhắm	4.1917367
junsu	8.517193
nhắt	8.0164175
ngọt	3.2749171
nhắc	2.71901
nhập	1.957578
nhận	0.8107152
nhậm	5.669381
galacticos	8.0164175
oversized	7.5616817
chí	6.2659016
đĩ	7.9294066
đó	0.37517354
đô	2.4067242
chỉ	4.9448476
đò	5.652139
ngọn	4.040993
nhậu	4.623334
nhật	2.0684621
ngọc	2.1759524
ngọa	7.849364
chị	6.308919
nhẫn	3.8732831
zamora	7.024289
goetze	6.7007413
nhẩm	6.331142
nhẩn	7.9294066
đơ	6.812445
nhẩy	7.662778
nhặn	6.444021
nhặt	4.45675
tango	6.927958
nhẵn	6.5641656
luông	7.1954374
ngổn	5.6664867
hoidap_content	8.622554
ngồi	2.388034
ngồn	7.9020076
nhằm	2.0466259
nhằn	5.043675
ngốc	5.5340395
ngốn	6.119298
chlb	7.3540425
rizzoli	8.568486
choi	6.105754
viva	8.180721
chnd	8.294049
hắn	9.11503
chic	7.308233
chia	1.7226065
vita	8.468403
visa	5.7477345
phòng	1.3875751
ổ	8.14563
chip	5.0191717
chim	4.45675
chin	7.4020514
chie	7.2362595
ngặt	4.926754
chiu	6.214608
chit	7.4698744
chua	4.1172037
nhầm	4.128936
nhầy	6.4824877
chui	4.801185
chul	7.684284
chum	6.991137
chun	6.3889613
đh	3.6340125
đe	3.452701
đd	8.294049
đc	7.5426335
đb	6.331142
đa	1.998636
đo	3.7623107
đk	8.294049
đi	0.80459285
tanya	9.433484
nhấm	6.2297215
nhấn	2.7654145
nhấp	5.6928425
nhất	0.6380721
chả	7.824046
15.000	5.0978284
bowling	7.3540425
nhấc	5.7763534
chuy	8.873868
nhảu	7.418581
nhản	6.585672
nhảm	6.444021
bellamy	6.9077554
hẳn	7.751725
nhảy	3.3028011
đì	7.957577
đê	4.4096036
đè	4.3252683
đã	0.20739326
đá	1.9894546
đà	2.8079257
chok	8.294049
chon	7.621105
choo	8.622554
nhạo	6.7007413
nhạt	3.7740018
nhại	7.130899
nhạn	7.849364
đt	3.1944273
nhạy	3.7431245
đs	7.3697906
đu	5.6240473
nhạc	2.5261037
chqs	8.679712
rằng	1.1065437
ngẫm	5.370888
titan	6.6150856
view	6.522493
viet	6.365431
ngẫu	4.508951
ngậm	4.6670456
ngập	3.2799537
rihanna	6.1753874
ngậy	6.245067
ngầm	4.0628457
ngầu	6.1284304
ngần	4.210429
ngẩm	6.036462
ngẩn	5.364457
bashar	6.3144283
malachite	7.728736
hứng	3.0116584
cher	8.468403
cheo	7.3697906
chen	4.534712
vinh	2.8414674
vina	6.684612
vios	8.294049
viêng	7.957577
uudam	9.433484
chdc	8.679712
design	7.1434774
chao	5.086437
chan	5.414851
ngắc	7.7752557
chau	7.16912
chat	5.4702926
chay	5.134499
ngắm	3.575908
taolu	7.2502456
viii	6.7507515
ngắt	5.2103066
chad	7.9294066
chae	6.6608953
ngắn	2.6450753
chai	4.224681
ubtvqh	7.4875736
viewsonic	8.740336
cổng	8.294049
vhtt	6.9485774
bangalore	7.9294066
titus	7.4020514
mít	9.721166
after	7.3697906
fruit	8.568486
goethe	7.7993536
biang	9.028019
cagliari	5.7731323
ngải	6.742241
ngấy	6.692644
ngất	4.272276
ngấu	7.849364
phóng	2.5301132
ngấp	7.222466
ngấm	5.1849885
ngấn	7.013116
1000m	8.111728
ngạo	5.952244
ngạn	7.013116
ngại	2.54708
ngạt	5.234404
riley	8.421883
charlize	7.7993536
desire	8.294049
ngạc	3.4021978
dở	4.128936
dỡ	5.0880566
dỗ	4.708311
oscar	5.523964
cừ	5.6578536
cử	2.6913407
cữ	6.692644
cự	3.8996005
dễ	1.8148643
cụ	2.067671
củ	4.221269
dị	3.256318
cứ	1.7656825
cờ	3.4880633
dế	5.760353
cớ	4.642872
giới	5.8781357
cỡ	3.820356
dể	7.6009026
cở	7.452482
dề	7.293418
cổ	1.9143339
cồ	6.550081
cộ	5.453802
10.10	6.40698
10.11	7.1562166
dẻ	5.9638495
cỗ	5.035953
cọ	4.847242
bự	6.425329
cố	1.8065482
cỏ	3.7713919
bụ	6.6301236
bợ	6.036462
senses	7.0940847
dạ	3.7176905
bở	5.8430443
nail	7.7752557
bỡ	6.0748463
dả	6.8781962
bờ	3.1915038
bộ	0.8520022
10.00	5.805815
bồ	3.6585443
bổ	2.6929646
bỏ	1.5637478
bố	1.6197913
bị	0.5623295
toilet	6.637728
bọ	6.5022902
bệ	5.477444
nathan	6.550081
bỉ	4.390059
bể	4.526359
cả	0.76221865
cạ	7.5239415
bề	3.6828973
bế	3.8103693
bẽ	6.371262
bẻ	5.274601
bẹ	7.2502456
bả	6.431521
bạ	5.5833364
gadhafi	5.8853045
imelda	8.334871
name	6.489045
10.30	9.315701
rajtoral	7.957577
nano	6.303439
nani	5.351718
nang	5.3287764
nanh	7.0940847
nana	8.568486
lỗ	3.4259
kỵ	5.6075635
nasa	6.571283
lổ	6.980326
kỳ	1.4485954
lớ	7.452482
mẻ	3.966479
kỹ	2.1169357
lộ	2.1087468
mẹ	2.1396163
kỷ	2.341118
lọ	4.919881
lồ	3.79424
lố	5.663601
sensor	8.679712
mễ	6.281817
mị	6.239926
lừ	7.0702744
